2.238930985054565781e-10,1.000000000000000000e+00
3.898253453371580690e-08,1.000000000000000000e+00
3.597373664379119873e-01,6.402626037597656250e-01
2.441181242465972900e-01,7.558819055557250977e-01
9.991428852081298828e-01,8.571216021664440632e-04
9.756658155002373434e-12,1.000000000000000000e+00
3.138885906837224349e-14,1.000000000000000000e+00
1.577965796410984076e-19,1.000000000000000000e+00
1.000000000000000000e+00,1.034405796212235599e-18
1.000000000000000000e+00,5.855618726382475804e-32
1.000000000000000000e+00,2.152935421281413693e-19
3.873928608455479150e-11,1.000000000000000000e+00
9.884448051452636719e-01,1.155514176934957504e-02
9.165093898773193359e-01,8.349063992500305176e-02
1.971600204706192017e-01,8.028399944305419922e-01
9.074847753254289273e-07,9.999990463256835938e-01
8.619828224182128906e-01,1.380172222852706909e-01
8.659133315086364746e-01,1.340867131948471069e-01
9.505299329757690430e-01,4.947013035416603088e-02
2.588901221752166748e-01,7.411099076271057129e-01
1.915615115422042436e-07,9.999997615814208984e-01
1.573073565959930420e-01,8.426926136016845703e-01
1.012513312161900103e-04,9.998987913131713867e-01
9.996529817581176758e-01,3.470533702056854963e-04
9.993321299552917480e-01,6.678836070932447910e-04
9.992840886116027832e-01,7.159320521168410778e-04
4.910000134259462357e-03,9.950900077819824219e-01
9.992094039916992188e-01,7.906149257905781269e-04
9.920815229415893555e-01,7.918400689959526062e-03
9.635984301567077637e-01,3.640159592032432556e-02
5.912818151765364405e-11,1.000000000000000000e+00
7.749374210834503174e-02,9.225062727928161621e-01
6.236072778701782227e-01,3.763926923274993896e-01
3.950238438221384540e-14,1.000000000000000000e+00
1.159336883574724197e-03,9.988406300544738770e-01
4.331324016675353050e-04,9.995668530464172363e-01
9.998068213462829590e-01,1.931612205225974321e-04
8.684331551194190979e-03,9.913156032562255859e-01
9.516625851392745972e-02,9.048337936401367188e-01
1.546328065593627343e-10,1.000000000000000000e+00
9.999393224716186523e-01,6.067610229365527630e-05
1.000000000000000000e+00,5.007357017916547193e-08
9.811127185821533203e-01,1.888732984662055969e-02
4.479836206883192062e-03,9.955201148986816406e-01
9.870070219039916992e-01,1.299297902733087540e-02
9.896013140678405762e-01,1.039863284677267075e-02
2.339610946364700794e-04,9.997660517692565918e-01
4.962350707501173019e-03,9.950376152992248535e-01
3.562467098236083984e-01,6.437532901763916016e-01
1.695413476276996789e-09,1.000000000000000000e+00
3.880600343109108508e-05,9.999611377716064453e-01
1.770411734469234943e-03,9.982295632362365723e-01
5.950176119804382324e-01,4.049824178218841553e-01
9.795811772346496582e-01,2.041882276535034180e-02
2.859728813718327278e-17,1.000000000000000000e+00
9.994084835052490234e-01,5.915471119806170464e-04
1.000000000000000000e+00,3.578362717249206071e-09
1.000000000000000000e+00,3.339314198437542900e-21
1.351625251118093729e-04,9.998648166656494141e-01
4.269458804628811777e-05,9.999573230743408203e-01
1.187162250280380249e-01,8.812837600708007812e-01
9.987192153930664062e-01,1.280846656300127506e-03
9.998831748962402344e-01,1.167836235254071653e-04
1.313391923904418945e-01,8.686608076095581055e-01
9.986120462417602539e-01,1.387895201332867146e-03
9.999930858612060547e-01,6.946438588784076273e-06
8.395466208457946777e-01,1.604533940553665161e-01
4.154898598790168762e-02,9.584510326385498047e-01
9.967504739761352539e-01,3.249504370614886284e-03
8.171612620353698730e-01,1.828387677669525146e-01
7.180247902870178223e-01,2.819752395153045654e-01
4.806573269888758659e-05,9.999519586563110352e-01
1.439691483974456787e-01,8.560308218002319336e-01
4.564681556075811386e-03,9.954352974891662598e-01
9.986109733581542969e-01,1.388976117596030235e-03
9.991841912269592285e-01,8.158101700246334076e-04
5.276503972709178925e-03,9.947235584259033203e-01
9.881343841552734375e-01,1.186556555330753326e-02
9.961690306663513184e-01,3.831007517874240875e-03
